VC:904M BD:May 23 2013 SN:LGR-13-0147
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,            MIU
  08/08/2019 01:04:05.410,    1.59796e+00,    0.00000e+00,    2.36613e+04,    0.00000e+00,    4.75498e+02,    0.00000e+00,    1.63668e+00,    0.00000e+00,    4.87022e+02,    0.00000e+00,    1.40329e+02,    0.00000e+00,    2.96031e+01,    0.00000e+00,    2.97710e+01,    0.00000e+00,    5.45906e+00,    0.00000e+00,    5.10096e+00,    0.00000e+00,              3,       Disabled
  08/08/2019 01:04:07.468,    1.60316e+00,    5.10013e-03,    2.38807e+04,    9.91919e+01,    4.75879e+02,    2.37017e+00,    1.64238e+00,    5.39180e-03,    4.87521e+02,    2.37861e+00,    1.40416e+02,    6.88667e-02,    2.96049e+01,    1.02626e-03,    2.97757e+01,    4.31134e-03,    5.48676e+00,    1.29013e-03,    5.11732e+00,    1.77215e-02,              3,       Disabled
  08/08/2019 01:04:10.386,    1.61655e+00,    1.15884e-03,    2.39489e+04,    2.18457e+01,    4.75679e+02,    6.57162e-01,    1.65621e+00,    1.22434e-03,    4.87350e+02,    6.84194e-01,    1.40420e+02,    4.06365e-02,    2.96091e+01,    2.86412e-03,    2.97974e+01,    1.45969e-02,    5.47961e+00,    8.56194e-03,    5.12000e+00,    6.00498e-03,              3,       Disabled
  08/08/2019 01:04:12.186,    1.62629e+00,    2.55921e-03,    2.37791e+04,    7.19192e+01,    4.76577e+02,    9.28414e-01,    1.66590e+00,    2.74427e-03,    4.88186e+02,    9.86994e-01,    1.40382e+02,    4.76905e-02,    2.96127e+01,    9.98720e-04,    2.98124e+01,    5.65133e-03,    5.46034e+00,    4.58577e-03,    5.10704e+00,    4.11065e-04,              3,       Disabled
  08/08/2019 01:04:13.987,    1.63574e+00,    2.96873e-03,    2.39717e+04,    1.15484e+02,    4.76595e+02,    1.03329e+00,    1.67591e+00,    2.84335e-03,    4.88301e+02,    1.00089e+00,    1.40422e+02,    6.19926e-02,    2.96149e+01,    9.12004e-04,    2.98226e+01,    3.68813e-03,    5.46440e+00,    2.14245e-03,    5.10283e+00,    4.53566e-03,              3,       Disabled
  08/08/2019 01:04:15.797,    1.65126e+00,    2.09101e-03,    2.38122e+04,    1.88683e+01,    4.78218e+02,    8.79126e-01,    1.69154e+00,    2.17471e-03,    4.89883e+02,    8.91102e-01,    1.40411e+02,    2.35562e-02,    2.96171e+01,    6.96107e-04,    2.98344e+01,    1.59484e-03,    5.44630e+00,    1.18387e-03,    5.09441e+00,    9.82133e-03,              3,       Disabled
  08/08/2019 01:04:17.637,    1.65630e+00,    1.38651e-03,    2.37233e+04,    1.82662e+02,    4.77322e+02,    2.26183e-01,    1.69654e+00,    1.10277e-03,    4.88921e+02,    3.23156e-01,    1.40399e+02,    7.58785e-02,    2.96191e+01,    7.74145e-04,    2.98435e+01,    4.14922e-03,    5.46396e+00,    1.65906e-03,    5.09642e+00,    5.27943e-03,              3,       Disabled
  08/08/2019 01:04:19.689,    1.66463e+00,    5.50498e-04,    2.35706e+04,    1.56494e+02,    4.77228e+02,    2.40205e-01,    1.70482e+00,    2.90553e-04,    4.88748e+02,    1.67671e-01,    1.40378e+02,    3.16183e-02,    2.96211e+01,    8.60094e-04,    2.98534e+01,    5.44369e-03,    5.45517e+00,    7.80873e-03,    5.09436e+00,    3.37932e-03,              3,       Disabled
  08/08/2019 01:04:21.741,    1.66847e+00,    2.61316e-03,    2.36257e+04,    6.93268e+01,    4.77231e+02,    6.37963e-01,    1.70885e+00,    2.55505e-03,    4.88779e+02,    6.88106e-01,    1.40411e+02,    7.35224e-02,    2.96227e+01,    7.01887e-04,    2.98629e+01,    3.64767e-03,    5.44572e+00,    8.14714e-03,    5.09452e+00,    1.38001e-03,              3,       Disabled
  08/08/2019 01:04:23.793,    1.66980e+00,    6.06419e-03,    2.34708e+04,    1.15831e+02,    4.77935e+02,    5.35646e-01,    1.70993e+00,    6.41277e-03,    4.89422e+02,    6.06573e-01,    1.40421e+02,    1.37188e-02,    2.96243e+01,    4.15673e-04,    2.98742e+01,    2.31527e-03,    5.45065e+00,    2.87311e-03,    5.08690e+00,    4.26983e-04,              3,       Disabled
