VC:904M BD:May 23 2013 SN:LGR-13-0147
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,            MIU
  08/06/2019 09:57:44.533,    1.57920e+00,    0.00000e+00,    2.49537e+04,    0.00000e+00,    4.92068e+02,    0.00000e+00,    1.61961e+00,    0.00000e+00,    5.04661e+02,    0.00000e+00,    1.40332e+02,    0.00000e+00,    2.82939e+01,    0.00000e+00,    2.92685e+01,    0.00000e+00,    5.34054e+00,    0.00000e+00,    4.99258e+00,    0.00000e+00,              3,       Disabled
  08/06/2019 09:57:46.586,    1.57715e+00,    4.84407e-03,    2.63207e+04,    2.69339e+02,    4.89134e+02,    1.68250e+00,    1.61978e+00,    4.52695e-03,    5.02356e+02,    1.58902e+00,    1.40404e+02,    1.54415e-02,    2.82968e+01,    1.47192e-03,    2.92845e+01,    8.21920e-03,    5.30647e+00,    9.26460e-03,    4.96439e+00,    4.41655e-03,              3,       Disabled
  08/06/2019 09:57:49.515,    1.55372e+00,    9.37977e-03,    2.62718e+04,    4.69783e+01,    4.80464e+02,    2.04557e+00,    1.59564e+00,    9.55586e-03,    4.93427e+02,    2.07695e+00,    1.40379e+02,    8.47251e-03,    2.83031e+01,    4.65839e-03,    2.93245e+01,    2.97023e-02,    5.31571e+00,    7.64873e-03,    4.96652e+00,    6.34579e-03,              3,       Disabled
  08/06/2019 09:57:51.317,    1.53171e+00,    1.81036e-03,    2.63397e+04,    6.32177e+01,    4.74875e+02,    9.07684e-01,    1.57315e+00,    1.96148e-03,    4.87721e+02,    9.63906e-01,    1.40379e+02,    4.14679e-02,    2.83096e+01,    1.44990e-03,    2.93657e+01,    1.01619e-02,    5.32385e+00,    1.83308e-03,    4.96888e+00,    3.22707e-03,              3,       Disabled
  08/06/2019 09:57:53.114,    1.51517e+00,    5.36144e-03,    2.66957e+04,    1.89068e+01,    4.71328e+02,    2.40423e+00,    1.55673e+00,    5.47825e-03,    4.84255e+02,    2.46077e+00,    1.40332e+02,    6.38175e-02,    2.83135e+01,    1.38941e-03,    2.93929e+01,    1.09172e-02,    5.32300e+00,    1.74265e-03,    4.96987e+00,    3.06747e-03,              3,       Disabled
  08/06/2019 09:57:54.930,    1.49913e+00,    6.73240e-03,    2.67347e+04,    1.50666e+02,    4.65341e+02,    2.26394e+00,    1.54031e+00,    7.15578e-03,    4.78124e+02,    2.40014e+00,    1.40394e+02,    2.45746e-02,    2.83172e+01,    1.32613e-03,    2.94190e+01,    9.26978e-03,    5.31911e+00,    1.89362e-02,    4.95945e+00,    9.23593e-03,              3,       Disabled
  08/06/2019 09:57:56.816,    1.48622e+00,    8.58442e-04,    2.71070e+04,    3.48345e+02,    4.59231e+02,    3.26845e+00,    1.52763e+00,    3.35393e-04,    4.72025e+02,    3.19051e+00,    1.40365e+02,    5.68292e-02,    2.83208e+01,    1.06080e-03,    2.94466e+01,    5.84099e-03,    5.31150e+00,    1.59115e-02,    4.95614e+00,    2.22841e-02,              3,       Disabled
  08/06/2019 09:57:58.880,    1.47424e+00,    2.54683e-03,    2.69462e+04,    2.44693e+00,    4.54029e+02,    1.23739e+00,    1.51507e+00,    2.62117e-03,    4.66602e+02,    1.27283e+00,    1.40334e+02,    9.23685e-03,    2.83243e+01,    1.29107e-03,    2.94706e+01,    1.01821e-02,    5.33489e+00,    7.02181e-03,    4.97016e+00,    1.33975e-02,              3,       Disabled
  08/06/2019 09:58:00.945,    1.46374e+00,    1.44719e-03,    2.72766e+04,    1.05264e+02,    4.47373e+02,    1.36117e+00,    1.50478e+00,    1.32493e-03,    4.59918e+02,    1.44911e+00,    1.40404e+02,    2.94662e-02,    2.83275e+01,    1.11034e-03,    2.94936e+01,    8.59487e-03,    5.31539e+00,    2.89836e-03,    4.95513e+00,    1.18237e-02,              3,       Disabled
  08/06/2019 09:58:03.003,    1.45220e+00,    6.08722e-03,    2.72760e+04,    1.13082e+02,    4.42921e+02,    2.56486e+00,    1.49292e+00,    6.08435e-03,    4.55341e+02,    2.58385e+00,    1.40369e+02,    8.04545e-02,    2.83309e+01,    1.27364e-03,    2.95214e+01,    9.18211e-03,    5.34731e+00,    1.46449e-03,    4.98586e+00,    4.92597e-03,              3,       Disabled
